device_id,attribution_time,channel,campaign_id,attribution_cost
20240130_tt5dto4spx,2024-01-30 22:08:28,youtube,Promocode_top,4
20240131_l6icih73p2,2024-01-31 04:18:53,tiktok_ads,Campaign_pre34,2
20240427_eh8lz58sz9,2024-04-27 21:05:12,youtube,Shorts_v3,7
20240117_ihdr83r8cy,2024-01-17 18:55:23,tiktok_ads,Campaign_pre34,2
20240213_idzriyzexy,2024-02-13 02:39:01,youtube,Shorts_v3,5
20240105_bosh11vltg,2024-01-05 10:58:58,youtube,Promocode_top,8
20240312_74ch83op3e,2024-03-12 05:47:59,youtube,referral_target,8
20240312_8driehwjhf,2024-03-12 12:21:52,tiktok_ads,Campaign_eeR_v2,4
20240125_4cvdshl428,2024-01-25 15:56:12,youtube,Shorts_v3,7
20240415_zln0bmlevl,2024-04-15 21:47:26,tiktok_ads,Campaign_eeR_v2,5
20240108_p1msa5qz31,2024-01-08 09:55:21,adMob,target_apps1212,5
20240125_lcrh666loj,2024-01-25 09:59:38,appLovin,Campaign_1221,7
20240206_np27v0hgee,2024-02-06 20:35:27,adMob,target_apps1212,5
20240428_noanhf9rj5,2024-04-28 05:28:29,tiktok_ads,Campaign_KAW23,1
20240313_7z6v9u0f84,2024-03-13 03:20:01,tiktok_ads,Campaign_pre34,2
20240223_8eueiyj542,2024-02-23 19:29:18,youtube,Shorts_v3,5
20240215_w6bt0fgw97,2024-02-15 17:28:00,tiktok_ads,Campaign_pre34,2
20240408_q5cozr3ka3,2024-04-08 06:51:22,adMob,Small_games24,2
20240131_i02pjojuwo,2024-01-31 08:40:58,youtube,Promocode_target11,6
20240118_fx1o82d12e,2024-01-18 09:53:38,tiktok_ads,Campaign_pre34,3
20240203_7j3sp8wl00,2024-02-03 10:01:11,tiktok_ads,Campaign_eeR_v2,4
20240412_jw142cn6e4,2024-04-12 09:10:28,tiktok_ads,Campaign_eeR_v2,4
20240221_hf6w92zact,2024-02-21 19:09:46,tiktok_ads,Campaign_eeR_v2,4
20240212_0vwa509mqf,2024-02-12 07:00:44,youtube,Promocode_target11,6
20240325_6mf2hqa9ip,2024-03-25 15:45:02,tiktok_ads,Campaign_KAW23,2
20240229_zyyaee2xz7,2024-02-29 13:01:09,appLovin,Campaign_1221,7
20240418_inosto6ef8,2024-04-18 01:09:20,youtube,referral_target,10
20240407_dpbir46vd9,2024-04-07 07:34:35,youtube,Promocode_top,5
20240102_j2ql54v08s,2024-01-02 10:28:06,tiktok_ads,Campaign_pre34,4
20240116_441ip587l6,2024-01-16 10:49:47,tiktok_ads,Campaign_LSR14,3
20240220_kk514l26bt,2024-02-20 02:04:46,adMob,pop_Games,5
20240317_pwjy1ed8c1,2024-03-18 00:00:50,appLovin,Campaign332,7
20240131_8a5qjoc9g0,2024-01-31 21:57:07,tiktok_ads,Campaign_pre34,3
20240219_aerfj0sdmp,2024-02-19 18:54:43,tiktok_ads,Campaign_eeR_v2,4
20240112_kmgwsug2js,2024-01-12 21:10:19,ironSource,ID_4443d,1
20240308_hjai4hzj7t,2024-03-08 02:52:24,tiktok_ads,Campaign_LSR14,2
20240107_qx07mp3ivd,2024-01-07 23:35:21,youtube,Shorts_v3,6
20240215_vg3pqxxuzg,2024-02-15 18:41:37,tiktok_ads,Campaign_eeR_v2,5
20240308_tqunvt005h,2024-03-08 16:52:26,youtube,Promocode_target11,4
20240130_1bowewldj8,2024-01-30 16:07:31,adMob,Small_games24,1
20240108_dn9amvzuxq,2024-01-08 02:46:44,tiktok_ads,Campaign_LSR14,3
20240402_nau95b1kxy,2024-04-02 10:07:15,adMob,Small_games24,1
20240214_t1bwkbu46s,2024-02-14 07:09:46,adMob,pop_Games,3
20240419_vcw1mw0ign,2024-04-19 01:37:49,tiktok_ads,Campaign_eeR_v2,4
20240208_h5xyotatth,2024-02-08 15:01:05,youtube,Promocode_top,5
20240206_7co2tuid87,2024-02-06 11:52:16,tiktok_ads,Campaign_KAW23,2
20240423_aykavakbe8,2024-04-23 02:09:01,tiktok_ads,Campaign_pre34,3
20240126_ntfte98wo7,2024-01-26 12:07:15,tiktok_ads,Campaign_pre34,2
20240207_t7119dbkyl,2024-02-07 15:38:05,tiktok_ads,Campaign_eeR_v2,4
20240331_6zqji9fkzk,2024-03-31 21:27:38,tiktok_ads,Campaign_LSR14,2
20240414_oy15sh7dwq,2024-04-14 06:51:28,adMob,pop_Games,5
20240420_ij1rphskua,2024-04-20 07:42:10,youtube,Promocode_target11,4
20240209_jhullwmc9f,2024-02-09 14:03:36,tiktok_ads,Campaign_KAW23,1
20240307_j4sfvi583d,2024-03-07 10:38:53,adMob,target_apps1212,3
20240330_01yy05c025,2024-03-30 23:28:02,adMob,Small_games24,2
20240223_yb545oo1z3,2024-02-23 15:09:49,youtube,Promocode_top,8
20240329_r8g8rddle6,2024-03-29 06:31:14,adMob,pop_Games,5
20240225_bqtn2nw9ze,2024-02-25 18:51:06,tiktok_ads,Campaign_eeR_v2,5
20240405_by4sf53clb,2024-04-05 02:34:31,youtube,Promocode_top,8
20240107_ydyo6nvrr6,2024-01-07 05:03:38,adMob,target_apps1212,4
20240120_nzea32lo2b,2024-01-20 10:38:31,youtube,Shorts_v3,7
20240112_vkg6r3j5r6,2024-01-12 19:52:24,tiktok_ads,Campaign_eeR_v2,3
20240328_trikqgydwe,2024-03-28 19:44:31,youtube,Promocode_top,4
20240116_cd5j0p3cri,2024-01-16 05:04:21,tiktok_ads,Campaign_pre34,4
20240226_kz39mfbh3m,2024-02-26 12:28:54,youtube,Promocode_top,5
20240417_bgz6symolg,2024-04-17 19:49:23,youtube,Shorts_v3,4
20240419_ygmmo1u6hj,2024-04-19 22:51:18,youtube,referral_target,7
20240107_bj72br0epy,2024-01-07 02:28:58,adMob,target_apps1212,4
20240123_hpdjho5kiq,2024-01-23 21:21:15,ironSource,ID_4443d,1
20240207_ary8a7mn63,2024-02-07 05:01:59,youtube,Promocode_target11,4
20240109_9tdcdgi6ak,2024-01-09 20:43:56,tiktok_ads,Campaign_KAW23,1
20240130_nx4gzlu98w,2024-01-30 03:45:10,tiktok_ads,Campaign_KAW23,1
20240304_toe9a2u6k0,2024-03-04 02:22:03,tiktok_ads,Campaign_pre34,4
20240217_mfzpdxj6g1,2024-02-17 08:25:41,youtube,Promocode_top,5
20240227_q6nzxxfu62,2024-02-27 08:56:58,appLovin,Campaign332,7
20240103_71cq20zpgh,2024-01-03 03:35:08,appLovin,Campaign332,6
20240128_uadaoh19fz,2024-01-28 12:39:36,tiktok_ads,Campaign_LSR14,3
20240415_2obvfid1p5,2024-04-15 18:25:38,youtube,Promocode_target11,6
20240317_0y2cp8c0cm,2024-03-17 04:44:45,appLovin,Campaign332,6
20240124_qrrkihiov0,2024-01-24 20:00:41,youtube,Promocode_top,4
20240407_n89e1lzfqk,2024-04-07 02:29:08,adMob,pop_Games,4
20240406_vutib493rg,2024-04-06 03:46:52,tiktok_ads,Campaign_LSR14,3
20240110_v6mi3gwkme,2024-01-10 13:12:51,adMob,pop_Games,4
20240419_9wozmh3awb,2024-04-19 08:53:49,tiktok_ads,Campaign_KAW23,1
20240109_guy3y2oop5,2024-01-09 15:52:56,youtube,Promocode_top,6
20240326_cs4rmcqbr2,2024-03-26 02:39:57,tiktok_ads,Campaign_pre34,3
20240210_no9gcxmzj2,2024-02-10 06:33:12,tiktok_ads,Campaign_KAW23,1
20240131_2vpg1ud1df,2024-01-31 14:06:17,tiktok_ads,Campaign_KAW23,1
20240314_iqfyirvxyr,2024-03-14 22:11:10,tiktok_ads,Campaign_LSR14,1
20240128_4ojmsp4bhj,2024-01-28 00:15:26,youtube,Promocode_top,7
20240320_s8x9mvohl6,2024-03-20 07:21:01,youtube,Promocode_target11,5
20240124_485tncnv3m,2024-01-24 08:10:19,tiktok_ads,Campaign_eeR_v2,5
20240301_i2chqz11ld,2024-03-01 10:44:17,youtube,Promocode_top,8
20240212_regr7u1l1y,2024-02-12 02:24:01,tiktok_ads,Campaign_pre34,3
20240103_bozy9gnb65,2024-01-03 19:14:47,youtube,Promocode_target11,6
20240328_apnm14hnqc,2024-03-28 17:11:14,youtube,Shorts_v3,6
20240227_rfcc802bi6,2024-02-27 10:15:43,appLovin,Campaign_1221,8
20240223_ri8ijgu2fi,2024-02-23 02:03:18,tiktok_ads,Campaign_LSR14,3
20240129_x4ei83c3ft,2024-01-29 18:24:00,appLovin,Campaign_1221,8
20240311_5idjwtxmbz,2024-03-11 16:49:30,adMob,Small_games24,2
20240324_a90jvrqns2,2024-03-24 17:28:30,youtube,Promocode_target11,5
20240401_n0ydoji6dn,2024-04-01 12:10:49,ironSource,ID_fdgj123,2
20240414_ramo5fqpxx,2024-04-14 16:31:05,youtube,Promocode_top,4
20240415_7cok3txxdp,2024-04-15 05:05:42,youtube,Promocode_top,7
20240124_wt92whby0i,2024-01-24 00:18:17,tiktok_ads,Campaign_pre34,3
20240215_pry4m4fztd,2024-02-15 14:04:21,appLovin,Campaign_1221,5
20240206_a9cx9b8s10,2024-02-06 16:49:39,tiktok_ads,Campaign_LSR14,1
20240430_3wrumu4ik4,2024-04-30 23:21:43,youtube,Shorts_v3,5
20240117_p0ovqgeqzh,2024-01-17 15:59:17,youtube,referral_target,9
20240116_kl2w740web,2024-01-16 06:21:07,tiktok_ads,Campaign_KAW23,1
20240229_ccles7k8fk,2024-02-29 22:46:33,tiktok_ads,Campaign_pre34,2
20240102_307lld2kzq,2024-01-02 01:00:30,youtube,Promocode_top,8
20240129_7fp98k3qcb,2024-01-29 04:21:19,tiktok_ads,Campaign_KAW23,1
20240312_g66lv68tq8,2024-03-12 08:09:00,adMob,Small_games24,1
20240223_c1ne1ncc42,2024-02-23 16:29:47,youtube,Shorts_v3,7
20240323_u8rjeotb52,2024-03-23 23:34:50,ironSource,ID_ekvpa23,3
20240316_98vmq4ay1y,2024-03-16 08:44:25,adMob,Small_games24,1
20240105_e7sup05j7y,2024-01-05 09:38:22,adMob,Small_games24,2
20240420_abpi80bn85,2024-04-20 22:48:26,adMob,target_apps1212,3
20240122_dnhcpplwbu,2024-01-22 13:09:54,tiktok_ads,Campaign_LSR14,1
20240222_8uw4kk6aus,2024-02-22 08:55:33,tiktok_ads,Campaign_pre34,4
20240331_auxkns82oq,2024-03-31 19:16:48,youtube,Promocode_target11,3
20240120_bj8kb1k52r,2024-01-20 20:23:43,tiktok_ads,Campaign_pre34,4
20240404_zd3oqbe4l8,2024-04-04 18:21:55,tiktok_ads,Campaign_pre34,3
20240130_641k3eoddy,2024-01-30 05:07:36,youtube,Promocode_top,8
20240307_o88c7173qb,2024-03-07 21:35:43,youtube,Promocode_target11,4
20240105_dchecfep90,2024-01-05 19:11:45,tiktok_ads,Campaign_LSR14,1
20240201_d7acguk851,2024-02-01 11:43:49,youtube,Promocode_target11,6
20240330_ln5wtlx9vs,2024-03-30 01:16:07,appLovin,Campaign332,7
20240102_ciwysfg1q1,2024-01-02 14:44:50,tiktok_ads,Campaign_LSR14,1
20240310_in057ruk0l,2024-03-10 07:12:40,tiktok_ads,Campaign_LSR14,2
20240108_sk6n6p6r7v,2024-01-08 00:24:10,youtube,Promocode_target11,3
20240212_rzcx6dhorn,2024-02-12 04:28:08,ironSource,ID_fdgj123,2
20240208_zj8zw0g3nj,2024-02-08 11:04:57,tiktok_ads,Campaign_eeR_v2,4
20240422_zjmf5glhdw,2024-04-22 02:28:20,tiktok_ads,Campaign_pre34,3
20240317_qruqxbsguv,2024-03-17 22:03:30,tiktok_ads,Campaign_LSR14,2
20240111_eukwjvn2k6,2024-01-11 22:28:59,tiktok_ads,Campaign_eeR_v2,4
20240223_qe1z2089de,2024-02-23 06:55:07,tiktok_ads,Campaign_eeR_v2,4
20240302_lu678egisc,2024-03-02 13:17:46,tiktok_ads,Campaign_KAW23,1
20240207_j7sf1vocvj,2024-02-07 12:10:01,tiktok_ads,Campaign_eeR_v2,5
20240202_d8uxltfh3v,2024-02-02 12:54:12,tiktok_ads,Campaign_KAW23,2
20240209_d60uvzcfzp,2024-02-09 23:26:39,tiktok_ads,Campaign_pre34,4
20240101_jo35ikmx68,2024-01-01 05:19:10,youtube,Shorts_v3,5
20240116_eoaqbj7dj7,2024-01-16 04:40:42,appLovin,Campaign332,6
20240209_75vsyqj58s,2024-02-09 14:26:08,adMob,pop_Games,3
20240322_1phu45i81n,2024-03-22 03:09:28,appLovin,Campaign_1221,6
20240227_2us7cw9mb8,2024-02-27 07:22:03,adMob,target_apps1212,4
20240305_kdor4y7va6,2024-03-05 08:20:07,youtube,Shorts_v3,6
20240123_471qvcopij,2024-01-23 15:23:06,tiktok_ads,Campaign_LSR14,3
20240422_mrdgwak5e7,2024-04-22 08:01:14,tiktok_ads,Campaign_LSR14,3
20240415_4gtpfidrqw,2024-04-15 14:47:38,adMob,target_apps1212,3
20240426_rrbjjx47a8,2024-04-26 21:59:15,tiktok_ads,Campaign_LSR14,2
20240321_mznnfjqdwi,2024-03-21 20:33:37,adMob,pop_Games,4
20240406_tjen6tyym1,2024-04-06 21:00:52,tiktok_ads,Campaign_KAW23,1
20240313_6m1a4qxii9,2024-03-13 05:09:01,tiktok_ads,Campaign_eeR_v2,4
20240203_0y840giiwc,2024-02-03 10:19:34,youtube,referral_target,7
20240409_za4p6xzt7q,2024-04-09 16:37:01,youtube,Promocode_top,4
20240202_zdhh3zc4p4,2024-02-02 22:58:15,tiktok_ads,Campaign_KAW23,2
20240309_cdfgxsqg48,2024-03-09 14:32:29,tiktok_ads,Campaign_pre34,4
20240406_q8zqn6futi,2024-04-06 22:20:03,adMob,pop_Games,5
20240306_tdu9jg82ip,2024-03-06 05:04:19,tiktok_ads,Campaign_eeR_v2,4
20240302_v257r7rd1u,2024-03-02 03:18:05,tiktok_ads,Campaign_KAW23,1
20240430_o8vlf7husd,2024-04-30 11:01:15,tiktok_ads,Campaign_eeR_v2,4
20240330_f6uc146ukb,2024-03-30 22:03:25,adMob,target_apps1212,6
20240116_jkuzdufjbg,2024-01-16 06:32:21,adMob,Small_games24,2
20240328_i6sceysaw0,2024-03-28 01:54:05,tiktok_ads,Campaign_eeR_v2,5
20240117_8cvzj7dzx6,2024-01-17 03:43:44,youtube,Promocode_target11,6
20240307_pok04x7eoc,2024-03-07 20:43:21,youtube,Shorts_v3,5
20240405_ww9yfkfaeh,2024-04-05 13:29:33,ironSource,ID_fdgj123,2
20240414_v77lon7m0z,2024-04-14 11:55:34,tiktok_ads,Campaign_eeR_v2,3
20240122_z7ajqbkx02,2024-01-22 19:04:09,tiktok_ads,Campaign_LSR14,3
20240408_3n46ru1h9x,2024-04-08 02:54:52,appLovin,Campaign_1221,5
20240306_c8nosvbrs6,2024-03-06 06:44:28,appLovin,Campaign_1221,5
20240306_dc1yucbqvo,2024-03-06 02:40:52,tiktok_ads,Campaign_KAW23,2
20240326_hdsk15ne5e,2024-03-26 06:21:01,tiktok_ads,Campaign_LSR14,3
20240222_agjiskpsy2,2024-02-22 18:54:15,youtube,Promocode_target11,5
20240112_7rzvve8ef4,2024-01-12 13:45:12,adMob,pop_Games,4
20240208_0w4vifjeu0,2024-02-08 12:14:32,tiktok_ads,Campaign_pre34,2
20240330_meo40lm078,2024-03-30 10:28:27,youtube,Promocode_top,4
20240103_v6u458a230,2024-01-03 18:18:59,adMob,Small_games24,2
20240118_0vjmu5n19t,2024-01-18 05:43:20,youtube,Promocode_top,7
20240325_9ojt6io9q3,2024-03-25 05:35:36,youtube,Shorts_v3,7
20240125_xn0cc4l0y6,2024-01-25 20:56:52,tiktok_ads,Campaign_LSR14,2
20240412_1hne8kpxkr,2024-04-12 04:12:30,adMob,target_apps1212,5
20240420_g1lcs54h5i,2024-04-20 22:50:18,appLovin,Campaign332,7
20240309_mhyteihd5e,2024-03-09 18:45:52,ironSource,ID_ekvpa23,2
20240107_f4xcf9vedm,2024-01-07 05:35:34,tiktok_ads,Campaign_eeR_v2,5
20240413_nidhrgaara,2024-04-13 05:38:06,youtube,Promocode_top,7
20240407_uq42m8nog3,2024-04-07 04:43:04,youtube,Promocode_top,4
20240211_2lkd7c7x6u,2024-02-11 01:14:34,tiktok_ads,Campaign_LSR14,1
20240115_8gq5yd7yzt,2024-01-15 14:51:04,tiktok_ads,Campaign_eeR_v2,5
20240209_45lupnf7gi,2024-02-09 07:56:25,adMob,pop_Games,3
20240205_a7fst3rz61,2024-02-05 11:42:54,tiktok_ads,Campaign_eeR_v2,5
20240430_6ym4nw2jr1,2024-04-30 12:35:28,adMob,pop_Games,5
20240313_4qgm7omdkw,2024-03-13 06:59:31,adMob,Small_games24,1
20240205_sihi572cqu,2024-02-05 04:42:06,tiktok_ads,Campaign_KAW23,1
20240103_39lvaxpor4,2024-01-03 14:11:27,youtube,referral_target,10
20240415_fbe4jcsp99,2024-04-15 00:17:53,tiktok_ads,Campaign_eeR_v2,5
20240205_cwxdm9gaaz,2024-02-05 05:51:23,youtube,Shorts_v3,7
20240113_vbi63pqmp5,2024-01-13 13:56:12,appLovin,Campaign_1221,8
20240325_s7tv0jxw5j,2024-03-25 06:41:29,appLovin,Campaign332,7
20240426_82trzy13ol,2024-04-26 10:38:40,tiktok_ads,Campaign_pre34,2
20240207_6hshgygp8x,2024-02-07 16:38:02,adMob,pop_Games,5
20240203_ql9vzkeggz,2024-02-03 16:02:47,tiktok_ads,Campaign_KAW23,1
20240314_1midqi9a6y,2024-03-14 09:15:35,adMob,Small_games24,2
20240102_05j15r01v3,2024-01-02 19:29:25,tiktok_ads,Campaign_eeR_v2,3
20240228_q2yuskun4o,2024-02-28 06:28:50,tiktok_ads,Campaign_eeR_v2,3
20240121_emtny727l8,2024-01-21 17:38:56,tiktok_ads,Campaign_KAW23,1
20240124_7vl2xu490b,2024-01-24 04:03:29,tiktok_ads,Campaign_pre34,3
20240109_iz2ixa1t6z,2024-01-09 19:20:54,adMob,target_apps1212,5
20240115_sa85vef3ef,2024-01-15 07:17:10,youtube,Promocode_top,5
20240330_74binhk8ko,2024-03-30 19:18:35,appLovin,Campaign_1221,8
20240415_6qvi8xyxaa,2024-04-15 08:26:28,tiktok_ads,Campaign_pre34,2
20240123_qmhs2nqsg2,2024-01-23 10:06:41,youtube,Shorts_v3,4
20240228_pjz3j0p97w,2024-02-28 19:49:30,tiktok_ads,Campaign_eeR_v2,4
20240115_izz5woxx4v,2024-01-15 23:16:19,youtube,Promocode_top,4
20240208_dmlq9ecoh4,2024-02-08 12:02:37,tiktok_ads,Campaign_pre34,4
20240108_3tbofdtn45,2024-01-08 13:55:38,ironSource,ID_fdgj123,2
20240407_f8rnne4974,2024-04-07 20:11:23,youtube,Promocode_top,7
20240209_2ilkthaund,2024-02-09 13:25:26,youtube,Shorts_v3,5
20240229_z6vk5sl0w2,2024-02-29 00:15:54,ironSource,ID_ekvpa23,3
20240103_znmw598bl7,2024-01-03 14:44:52,youtube,referral_target,8
20240311_bx5t9xyw2e,2024-03-11 12:04:41,tiktok_ads,Campaign_KAW23,1
20240207_in3szwseso,2024-02-07 05:06:24,adMob,pop_Games,5
20240105_qn2lo7ji02,2024-01-05 08:00:48,tiktok_ads,Campaign_pre34,4
20240204_pr4ehajcmc,2024-02-04 11:09:31,adMob,Small_games24,2
20240313_zv033uw2vf,2024-03-13 04:27:05,tiktok_ads,Campaign_LSR14,2
20240210_ff5hqzdozc,2024-02-10 20:02:21,tiktok_ads,Campaign_KAW23,1
20240204_ty8p1fqb8v,2024-02-04 03:50:31,adMob,Small_games24,2
20240301_fd2bbij8up,2024-03-01 07:55:14,youtube,Shorts_v3,4
20240101_w4vsaoyrep,2024-01-01 14:17:14,tiktok_ads,Campaign_LSR14,3
20240126_6osonbv8gr,2024-01-26 12:36:20,youtube,Promocode_target11,4
20240122_qx3coom6ex,2024-01-22 12:35:35,adMob,target_apps1212,3
20240416_s1k6favjh1,2024-04-16 20:54:54,youtube,Shorts_v3,7
20240421_5t7rra62bp,2024-04-21 18:15:23,tiktok_ads,Campaign_eeR_v2,5
20240429_4l0zf8kwcf,2024-04-29 09:44:24,youtube,referral_target,8
20240118_fujozw4vmo,2024-01-18 21:08:04,tiktok_ads,Campaign_LSR14,1
20240408_790oj2k9xg,2024-04-08 12:29:17,tiktok_ads,Campaign_pre34,4
20240429_tus28n95pd,2024-04-29 15:35:49,tiktok_ads,Campaign_KAW23,2
20240112_gc8vsypb1e,2024-01-12 22:15:55,adMob,Small_games24,1
20240226_agpswfzcgo,2024-02-26 19:53:33,tiktok_ads,Campaign_eeR_v2,4
20240124_icei9lc6n0,2024-01-24 07:42:15,youtube,Promocode_top,5
20240120_wwbmqc0e8r,2024-01-20 05:24:54,tiktok_ads,Campaign_LSR14,2
20240319_5whwig55zd,2024-03-19 17:58:07,ironSource,ID_4443d,1
20240409_h8oxfo00qp,2024-04-09 17:38:39,youtube,Shorts_v3,6
20240222_rvv1rpwiuv,2024-02-22 21:51:22,tiktok_ads,Campaign_pre34,2
20240411_aw4xfy61fi,2024-04-11 14:18:33,tiktok_ads,Campaign_LSR14,1
20240327_zv4ldpqy2p,2024-03-27 18:52:25,adMob,pop_Games,5
20240211_rtb4ngn5ru,2024-02-11 16:09:29,tiktok_ads,Campaign_eeR_v2,4
20240118_4k8sc1h7bm,2024-01-18 02:13:12,tiktok_ads,Campaign_KAW23,2
20240417_c1674gbfzi,2024-04-17 12:05:19,adMob,Small_games24,1
20240126_63whf2spw2,2024-01-26 19:07:41,adMob,pop_Games,4
20240119_i11ejzl57e,2024-01-19 22:31:35,adMob,pop_Games,5
20240102_9gyqlutyoy,2024-01-02 00:20:13,adMob,pop_Games,3
20240201_yyp9yl2g4k,2024-02-01 17:25:32,tiktok_ads,Campaign_KAW23,1
20240420_ijkan26bef,2024-04-20 13:22:04,youtube,Promocode_top,8
20240104_tla4ruqbz7,2024-01-04 11:24:13,adMob,Small_games24,1
20240201_720yo7be8t,2024-02-01 16:38:55,youtube,Promocode_target11,6
20240118_jumpsw5nn6,2024-01-18 11:00:35,youtube,Shorts_v3,5
20240205_pt8wbn8do3,2024-02-05 14:59:19,tiktok_ads,Campaign_pre34,3
20240327_ntzq5z8t4r,2024-03-27 11:49:19,tiktok_ads,Campaign_KAW23,2
20240402_trfo833mg9,2024-04-02 17:29:48,tiktok_ads,Campaign_KAW23,1
20240119_kradjqfagj,2024-01-19 20:07:57,tiktok_ads,Campaign_pre34,2
20240213_85na95njc7,2024-02-13 23:35:53,youtube,referral_target,10
20240103_hwibd8i3vm,2024-01-03 18:49:07,tiktok_ads,Campaign_KAW23,1
20240406_sd7gfb3cfa,2024-04-06 01:41:51,appLovin,Campaign332,7
20240211_y142un2pk1,2024-02-11 21:11:53,tiktok_ads,Campaign_pre34,3
20240213_vjmepg3aa4,2024-02-13 22:47:03,adMob,target_apps1212,5
20240131_52cmwh77s4,2024-01-31 15:09:26,youtube,Promocode_top,4
20240312_nn6vv96q86,2024-03-12 11:56:10,youtube,Shorts_v3,7
20240115_nc91k9t8n2,2024-01-15 16:17:41,adMob,pop_Games,3
20240315_rqqxuwl747,2024-03-15 07:16:32,adMob,pop_Games,3
20240118_s139mhs02o,2024-01-18 05:32:27,tiktok_ads,Campaign_eeR_v2,4
20240305_0234uyqkg2,2024-03-05 23:03:19,tiktok_ads,Campaign_eeR_v2,5
20240228_ukh3j1if52,2024-02-28 07:23:00,appLovin,Campaign332,6
20240409_k9j9rqquhv,2024-04-09 14:15:48,adMob,Small_games24,1
20240421_9urvmjf44q,2024-04-21 21:42:09,adMob,pop_Games,3
20240202_xrofd2c5mj,2024-02-02 08:55:48,youtube,Promocode_top,6
20240316_ylg638pak3,2024-03-16 02:35:23,appLovin,Campaign_1221,8
20240314_maazuw9vht,2024-03-14 12:11:41,appLovin,Campaign332,6
20240327_g0waxbftkk,2024-03-27 03:46:38,adMob,pop_Games,3
20240421_s7kyo9tawm,2024-04-21 06:25:07,youtube,referral_target,8
20240129_nhkix282ff,2024-01-29 05:49:52,tiktok_ads,Campaign_pre34,2
20240107_66jdo69f8p,2024-01-07 23:39:16,appLovin,Campaign332,7
20240131_z6dh1dom4w,2024-01-31 13:03:53,youtube,referral_target,9
20240116_gjmex3dds2,2024-01-16 12:13:33,youtube,Promocode_top,7
20240110_b36r6aimjo,2024-01-10 14:17:39,tiktok_ads,Campaign_pre34,3
20240204_pobw67clyb,2024-02-04 13:33:12,tiktok_ads,Campaign_LSR14,1
20240104_f6jion7i0q,2024-01-04 11:57:50,adMob,pop_Games,4
20240113_4a9qyx4a48,2024-01-13 14:27:13,tiktok_ads,Campaign_KAW23,2
20240224_365gzzoht4,2024-02-24 03:42:28,tiktok_ads,Campaign_LSR14,2
20240429_76dot6rav7,2024-04-29 18:09:24,tiktok_ads,Campaign_LSR14,3
20240317_8tziiljye0,2024-03-17 17:34:05,tiktok_ads,Campaign_pre34,2
20240409_ryveel9dzi,2024-04-09 06:14:11,tiktok_ads,Campaign_LSR14,3
20240322_5sbtoxnttt,2024-03-22 09:08:20,adMob,Small_games24,1
20240406_n2mx8eb5oh,2024-04-06 08:10:00,youtube,referral_target,7
20240414_uwp364uu5f,2024-04-14 16:40:01,youtube,referral_target,10
20240221_s40pld12fk,2024-02-21 01:15:21,youtube,Promocode_top,4
20240128_y2wk0futp1,2024-01-28 16:35:26,youtube,Shorts_v3,7
20240315_bou4zhpph8,2024-03-15 12:09:04,tiktok_ads,Campaign_KAW23,1
20240205_6hpc2jtbie,2024-02-05 05:44:30,adMob,target_apps1212,5
20240317_f4iho5yuoq,2024-03-17 18:10:30,tiktok_ads,Campaign_pre34,4
20240427_kys94217a7,2024-04-27 07:25:24,tiktok_ads,Campaign_eeR_v2,4
20240325_enppqs5zgy,2024-03-25 15:54:32,youtube,Promocode_top,6
20240124_j3ieb0j6os,2024-01-24 14:55:12,youtube,Shorts_v3,4
20240325_ffeayxgmqj,2024-03-25 13:40:44,tiktok_ads,Campaign_KAW23,1
20240420_69tm1a1cdp,2024-04-20 06:33:36,ironSource,ID_4443d,2
20240306_cncj9owrzu,2024-03-06 09:01:16,adMob,target_apps1212,6
20240217_l4y9ma4omi,2024-02-17 16:31:21,appLovin,Campaign332,7
20240120_fgoglx3b1t,2024-01-20 04:38:47,youtube,Shorts_v3,6
20240227_dehtfgwnl2,2024-02-27 04:44:24,youtube,Promocode_target11,3
20240222_ev79g1t3ac,2024-02-22 22:52:38,youtube,referral_target,7
20240117_j3zidihzoc,2024-01-17 06:01:12,tiktok_ads,Campaign_pre34,4
20240226_j77u466po3,2024-02-26 19:45:07,tiktok_ads,Campaign_LSR14,2
20240411_ehkdcknt3o,2024-04-11 02:38:18,youtube,Promocode_top,5
20240331_iw5gvxh6w4,2024-03-31 10:04:28,tiktok_ads,Campaign_eeR_v2,4
20240308_c97nqz777p,2024-03-08 12:57:29,tiktok_ads,Campaign_pre34,3
20240426_9mdkm5w6m5,2024-04-26 17:21:46,appLovin,Campaign_1221,6
20240316_g4pzf3g7tk,2024-03-16 02:22:55,youtube,Shorts_v3,7
20240210_ka3ofpll9z,2024-02-10 17:08:51,appLovin,Campaign_1221,5
20240315_8hvqe72h9e,2024-03-15 06:08:21,tiktok_ads,Campaign_LSR14,3
20240403_7xmj23iqdi,2024-04-03 20:45:27,adMob,pop_Games,5
20240111_qykg1qu9gu,2024-01-11 11:48:20,tiktok_ads,Campaign_pre34,2
20240113_v7jdw2jw4e,2024-01-13 19:54:39,youtube,Promocode_top,7
20240424_zc1jn9l71b,2024-04-24 14:21:42,youtube,referral_target,8
20240410_vsx022wjf9,2024-04-10 14:38:40,tiktok_ads,Campaign_LSR14,2
20240107_zxxhryv621,2024-01-07 22:05:03,adMob,target_apps1212,6
20240314_4wt6yso5z3,2024-03-14 16:16:19,ironSource,ID_ekvpa23,2
