user_id,transaction_time,transaction_id,total_value
feqhb5x4awa8f313,2024-01-23 02:57:34,feqhb5x4awa8f313_712,99.99
feqhb5x4awa8f313,2024-01-14 02:57:34,feqhb5x4awa8f313_713,99.99
feqhb5x4awa8f313,2024-01-28 02:57:34,feqhb5x4awa8f313_714,4.99
feqhb5x4awa8f313,2024-01-20 02:57:34,feqhb5x4awa8f313_715,9.99
feqhb5x4awa8f313,2024-01-12 02:57:34,feqhb5x4awa8f313_716,49.99
feqhb5x4awa8f313,2024-01-29 02:57:34,feqhb5x4awa8f313_717,99.99
kfjothjoa9gve7x0,2024-02-15 21:10:22,kfjothjoa9gve7x0_718,49.99
ywav4ab34z8tn9rn,2024-05-14 05:10:00,ywav4ab34z8tn9rn_719,49.99
rglqvbstjmh4710u,2024-01-31 03:17:17,rglqvbstjmh4710u_720,9.99
rglqvbstjmh4710u,2024-02-28 03:17:17,rglqvbstjmh4710u_721,49.99
8nt4n2l0l5ct0g2f,2024-04-30 01:18:17,8nt4n2l0l5ct0g2f_722,14.99
izwv2i9sam6f7iv4,2024-04-01 07:58:39,izwv2i9sam6f7iv4_723,99.99
izwv2i9sam6f7iv4,2024-03-19 07:58:39,izwv2i9sam6f7iv4_724,49.99
izwv2i9sam6f7iv4,2024-03-21 07:58:39,izwv2i9sam6f7iv4_725,9.99
izwv2i9sam6f7iv4,2024-03-22 07:58:39,izwv2i9sam6f7iv4_726,4.99
izwv2i9sam6f7iv4,2024-04-07 07:58:39,izwv2i9sam6f7iv4_727,49.99
izwv2i9sam6f7iv4,2024-03-19 07:58:39,izwv2i9sam6f7iv4_728,9.99
izwv2i9sam6f7iv4,2024-04-07 07:58:39,izwv2i9sam6f7iv4_729,4.99
izwv2i9sam6f7iv4,2024-04-04 07:58:39,izwv2i9sam6f7iv4_730,4.99
izwv2i9sam6f7iv4,2024-03-26 07:58:39,izwv2i9sam6f7iv4_731,4.99
izwv2i9sam6f7iv4,2024-04-13 07:58:39,izwv2i9sam6f7iv4_732,99.99
lz4pghjkkf8rbv1c,2024-01-29 23:17:57,lz4pghjkkf8rbv1c_733,99.99
lz4pghjkkf8rbv1c,2024-01-14 23:17:57,lz4pghjkkf8rbv1c_734,49.99
mym0wyif05j43kbb,2024-05-09 03:11:41,mym0wyif05j43kbb_735,99.99
mym0wyif05j43kbb,2024-04-22 03:11:41,mym0wyif05j43kbb_736,9.99
mym0wyif05j43kbb,2024-05-01 03:11:41,mym0wyif05j43kbb_737,14.99
mym0wyif05j43kbb,2024-05-11 03:11:41,mym0wyif05j43kbb_738,4.99
mym0wyif05j43kbb,2024-05-04 03:11:41,mym0wyif05j43kbb_739,14.99
mym0wyif05j43kbb,2024-05-15 03:11:41,mym0wyif05j43kbb_740,4.99
mym0wyif05j43kbb,2024-04-26 03:11:41,mym0wyif05j43kbb_741,9.99
mym0wyif05j43kbb,2024-05-16 03:11:41,mym0wyif05j43kbb_742,49.99
tw47wq8lhcio05wr,2024-04-14 07:22:30,tw47wq8lhcio05wr_743,14.99
22g400o39y72lu9j,2024-04-15 02:08:25,22g400o39y72lu9j_744,99.99
22g400o39y72lu9j,2024-04-03 02:08:25,22g400o39y72lu9j_745,9.99
22g400o39y72lu9j,2024-04-03 02:08:25,22g400o39y72lu9j_746,49.99
22g400o39y72lu9j,2024-04-05 02:08:25,22g400o39y72lu9j_747,14.99
djcfwre9duzk52do,2024-05-05 03:13:28,djcfwre9duzk52do_748,9.99
djcfwre9duzk52do,2024-05-12 03:13:28,djcfwre9duzk52do_749,49.99
djcfwre9duzk52do,2024-05-24 03:13:28,djcfwre9duzk52do_750,9.99
djcfwre9duzk52do,2024-05-07 03:13:28,djcfwre9duzk52do_751,4.99
2v2mactgo2kwt20a,2024-03-19 07:13:28,2v2mactgo2kwt20a_752,99.99
2v2mactgo2kwt20a,2024-04-01 07:13:28,2v2mactgo2kwt20a_753,9.99
2v2mactgo2kwt20a,2024-03-25 07:13:28,2v2mactgo2kwt20a_754,14.99
2v2mactgo2kwt20a,2024-04-01 07:13:28,2v2mactgo2kwt20a_755,4.99
vkxfbx97kp0dxvku,2024-04-08 22:38:11,vkxfbx97kp0dxvku_756,9.99
f3ja3wmaeth7xrjf,2024-02-28 00:20:05,f3ja3wmaeth7xrjf_757,99.99
f3ja3wmaeth7xrjf,2024-02-20 00:20:05,f3ja3wmaeth7xrjf_758,99.99
f3ja3wmaeth7xrjf,2024-02-10 00:20:05,f3ja3wmaeth7xrjf_759,4.99
f3ja3wmaeth7xrjf,2024-02-01 00:20:05,f3ja3wmaeth7xrjf_760,9.99
brxcx0eo3dqtstzn,2024-01-22 08:33:31,brxcx0eo3dqtstzn_761,49.99
h9oetwjkdpe5f5y5,2024-03-13 22:41:33,h9oetwjkdpe5f5y5_762,9.99
h4f1x4ajr92leans,2024-04-15 07:50:46,h4f1x4ajr92leans_763,99.99
h4f1x4ajr92leans,2024-04-16 07:50:46,h4f1x4ajr92leans_764,49.99
h4f1x4ajr92leans,2024-05-06 07:50:46,h4f1x4ajr92leans_765,99.99
h4f1x4ajr92leans,2024-04-28 07:50:46,h4f1x4ajr92leans_766,49.99
n178lank8wnjek03,2024-01-18 03:10:23,n178lank8wnjek03_767,9.99
1ztauzv7eyhkaeb4,2024-03-12 00:01:51,1ztauzv7eyhkaeb4_768,14.99
9rnnuq1mvwwk42b5,2024-01-10 18:40:05,9rnnuq1mvwwk42b5_769,14.99
9rnnuq1mvwwk42b5,2024-01-28 18:40:05,9rnnuq1mvwwk42b5_770,9.99
9rnnuq1mvwwk42b5,2024-01-19 18:40:05,9rnnuq1mvwwk42b5_771,49.99
9rnnuq1mvwwk42b5,2024-01-13 18:40:05,9rnnuq1mvwwk42b5_772,14.99
auus3v1s3swpt8tm,2024-03-14 22:57:19,auus3v1s3swpt8tm_773,4.99
auus3v1s3swpt8tm,2024-03-13 22:57:19,auus3v1s3swpt8tm_774,9.99
auus3v1s3swpt8tm,2024-03-26 22:57:19,auus3v1s3swpt8tm_775,49.99
auus3v1s3swpt8tm,2024-03-07 22:57:19,auus3v1s3swpt8tm_776,4.99
sf4qosg5ab120v7n,2024-04-20 13:44:37,sf4qosg5ab120v7n_777,4.99
sf4qosg5ab120v7n,2024-04-22 13:44:37,sf4qosg5ab120v7n_778,49.99
sf4qosg5ab120v7n,2024-04-25 13:44:37,sf4qosg5ab120v7n_779,14.99
sf4qosg5ab120v7n,2024-04-16 13:44:37,sf4qosg5ab120v7n_780,99.99
sf4qosg5ab120v7n,2024-05-06 13:44:37,sf4qosg5ab120v7n_781,49.99
sf4qosg5ab120v7n,2024-05-13 13:44:37,sf4qosg5ab120v7n_782,99.99
sf4qosg5ab120v7n,2024-04-30 13:44:37,sf4qosg5ab120v7n_783,99.99
sf4qosg5ab120v7n,2024-04-23 13:44:37,sf4qosg5ab120v7n_784,49.99
068711zc9jm3e1oq,2024-04-29 20:51:52,068711zc9jm3e1oq_785,49.99
lrisuge49fa9r1tk,2024-03-02 02:36:09,lrisuge49fa9r1tk_786,9.99
lrisuge49fa9r1tk,2024-02-24 02:36:09,lrisuge49fa9r1tk_787,4.99
lrisuge49fa9r1tk,2024-02-06 02:36:09,lrisuge49fa9r1tk_788,49.99
lrisuge49fa9r1tk,2024-02-13 02:36:09,lrisuge49fa9r1tk_789,4.99
lrisuge49fa9r1tk,2024-02-06 02:36:09,lrisuge49fa9r1tk_790,99.99
lrisuge49fa9r1tk,2024-02-11 02:36:09,lrisuge49fa9r1tk_791,14.99
j1xoak41w1eu3e0g,2024-03-22 02:17:12,j1xoak41w1eu3e0g_792,49.99
rexqbjvc5le3pscx,2024-02-22 14:35:31,rexqbjvc5le3pscx_793,9.99
rexqbjvc5le3pscx,2024-02-17 14:35:31,rexqbjvc5le3pscx_794,9.99
rexqbjvc5le3pscx,2024-02-18 14:35:31,rexqbjvc5le3pscx_795,4.99
rexqbjvc5le3pscx,2024-02-21 14:35:31,rexqbjvc5le3pscx_796,14.99
1di6aqfriohvrrvt,2024-04-26 01:20:38,1di6aqfriohvrrvt_797,99.99
1di6aqfriohvrrvt,2024-04-09 01:20:38,1di6aqfriohvrrvt_798,9.99
1di6aqfriohvrrvt,2024-04-25 01:20:38,1di6aqfriohvrrvt_799,9.99
1di6aqfriohvrrvt,2024-04-11 01:20:38,1di6aqfriohvrrvt_800,99.99
1di6aqfriohvrrvt,2024-04-14 01:20:38,1di6aqfriohvrrvt_801,99.99
eg32st8zjv4z44xz,2024-04-28 17:21:22,eg32st8zjv4z44xz_802,14.99
xnis26o4exjrsg3y,2024-01-16 10:19:12,xnis26o4exjrsg3y_803,14.99
xnis26o4exjrsg3y,2024-01-17 10:19:12,xnis26o4exjrsg3y_804,14.99
xnis26o4exjrsg3y,2024-02-02 10:19:12,xnis26o4exjrsg3y_805,99.99
xnis26o4exjrsg3y,2024-02-09 10:19:12,xnis26o4exjrsg3y_806,14.99
xnis26o4exjrsg3y,2024-02-03 10:19:12,xnis26o4exjrsg3y_807,99.99
8eg9bn0e8fzb3kro,2024-01-31 04:54:40,8eg9bn0e8fzb3kro_808,9.99
nmye6b0rtfi3bfwh,2024-03-12 04:12:24,nmye6b0rtfi3bfwh_809,9.99
nmye6b0rtfi3bfwh,2024-02-15 04:12:24,nmye6b0rtfi3bfwh_810,9.99
nmye6b0rtfi3bfwh,2024-02-21 04:12:24,nmye6b0rtfi3bfwh_811,9.99
nmye6b0rtfi3bfwh,2024-02-22 04:12:24,nmye6b0rtfi3bfwh_812,99.99
6dq34g078s7q3elf,2024-04-30 04:55:29,6dq34g078s7q3elf_813,14.99
6dq34g078s7q3elf,2024-04-23 04:55:29,6dq34g078s7q3elf_814,4.99
6dq34g078s7q3elf,2024-05-03 04:55:29,6dq34g078s7q3elf_815,14.99
6dq34g078s7q3elf,2024-05-04 04:55:29,6dq34g078s7q3elf_816,9.99
6dq34g078s7q3elf,2024-04-27 04:55:29,6dq34g078s7q3elf_817,4.99
6dq34g078s7q3elf,2024-05-13 04:55:29,6dq34g078s7q3elf_818,99.99
6dq34g078s7q3elf,2024-05-07 04:55:29,6dq34g078s7q3elf_819,4.99
6dq34g078s7q3elf,2024-05-17 04:55:29,6dq34g078s7q3elf_820,49.99
6dq34g078s7q3elf,2024-05-15 04:55:29,6dq34g078s7q3elf_821,99.99
6dq34g078s7q3elf,2024-04-23 04:55:29,6dq34g078s7q3elf_822,9.99
mcy5xn8xedwvn69l,2024-01-23 22:38:34,mcy5xn8xedwvn69l_823,4.99
mcy5xn8xedwvn69l,2024-02-04 22:38:34,mcy5xn8xedwvn69l_824,99.99
mcy5xn8xedwvn69l,2024-02-03 22:38:34,mcy5xn8xedwvn69l_825,49.99
dajr5vj7dmwqu2hx,2024-02-05 14:01:17,dajr5vj7dmwqu2hx_826,14.99
dajr5vj7dmwqu2hx,2024-02-02 14:01:17,dajr5vj7dmwqu2hx_827,14.99
dajr5vj7dmwqu2hx,2024-02-18 14:01:17,dajr5vj7dmwqu2hx_828,14.99
dajr5vj7dmwqu2hx,2024-03-01 14:01:17,dajr5vj7dmwqu2hx_829,4.99
xrpdbfzyd7ryiyub,2024-03-19 04:35:24,xrpdbfzyd7ryiyub_830,4.99
xrpdbfzyd7ryiyub,2024-03-20 04:35:24,xrpdbfzyd7ryiyub_831,14.99
xrpdbfzyd7ryiyub,2024-03-15 04:35:24,xrpdbfzyd7ryiyub_832,9.99
xrpdbfzyd7ryiyub,2024-03-05 04:35:24,xrpdbfzyd7ryiyub_833,49.99
c0ln4ca4sjjkzs9s,2024-02-26 04:41:06,c0ln4ca4sjjkzs9s_834,9.99
c0ln4ca4sjjkzs9s,2024-02-16 04:41:06,c0ln4ca4sjjkzs9s_835,4.99
c0ln4ca4sjjkzs9s,2024-02-09 04:41:06,c0ln4ca4sjjkzs9s_836,4.99
fem5s3xbnei7ubmy,2024-03-17 06:31:00,fem5s3xbnei7ubmy_837,49.99
5g8peyjwageavq35,2024-04-14 06:12:34,5g8peyjwageavq35_838,99.99
yfazvqekuo52mqdu,2024-03-05 00:22:44,yfazvqekuo52mqdu_839,99.99
yfazvqekuo52mqdu,2024-02-25 00:22:44,yfazvqekuo52mqdu_840,99.99
yfazvqekuo52mqdu,2024-02-24 00:22:44,yfazvqekuo52mqdu_841,99.99
yfazvqekuo52mqdu,2024-03-06 00:22:44,yfazvqekuo52mqdu_842,4.99
yfazvqekuo52mqdu,2024-03-11 00:22:44,yfazvqekuo52mqdu_843,49.99
yfazvqekuo52mqdu,2024-02-23 00:22:44,yfazvqekuo52mqdu_844,9.99
yfazvqekuo52mqdu,2024-02-22 00:22:44,yfazvqekuo52mqdu_845,14.99
yfazvqekuo52mqdu,2024-03-06 00:22:44,yfazvqekuo52mqdu_846,99.99
yfazvqekuo52mqdu,2024-02-24 00:22:44,yfazvqekuo52mqdu_847,14.99
ew5ok2u83onusgqi,2024-03-29 09:53:31,ew5ok2u83onusgqi_848,4.99
ew5ok2u83onusgqi,2024-03-18 09:53:31,ew5ok2u83onusgqi_849,4.99
ew5ok2u83onusgqi,2024-03-11 09:53:31,ew5ok2u83onusgqi_850,4.99
ew5ok2u83onusgqi,2024-03-19 09:53:31,ew5ok2u83onusgqi_851,99.99
ew5ok2u83onusgqi,2024-03-08 09:53:31,ew5ok2u83onusgqi_852,14.99
ew5ok2u83onusgqi,2024-03-20 09:53:31,ew5ok2u83onusgqi_853,99.99
ew5ok2u83onusgqi,2024-03-07 09:53:31,ew5ok2u83onusgqi_854,99.99
g34qiaablk7k9sid,2024-02-09 03:25:53,g34qiaablk7k9sid_855,49.99
g34qiaablk7k9sid,2024-02-04 03:25:53,g34qiaablk7k9sid_856,14.99
g34qiaablk7k9sid,2024-02-06 03:25:53,g34qiaablk7k9sid_857,99.99
g34qiaablk7k9sid,2024-01-19 03:25:53,g34qiaablk7k9sid_858,4.99
g34qiaablk7k9sid,2024-02-12 03:25:53,g34qiaablk7k9sid_859,4.99
g34qiaablk7k9sid,2024-01-18 03:25:53,g34qiaablk7k9sid_860,14.99
g34qiaablk7k9sid,2024-01-27 03:25:53,g34qiaablk7k9sid_861,14.99
g34qiaablk7k9sid,2024-02-12 03:25:53,g34qiaablk7k9sid_862,99.99
g34qiaablk7k9sid,2024-02-10 03:25:53,g34qiaablk7k9sid_863,14.99
g34qiaablk7k9sid,2024-02-16 03:25:53,g34qiaablk7k9sid_864,49.99
twr5c2x9nallgqa0,2024-04-16 10:53:48,twr5c2x9nallgqa0_865,99.99
twr5c2x9nallgqa0,2024-04-11 10:53:48,twr5c2x9nallgqa0_866,4.99
twr5c2x9nallgqa0,2024-05-03 10:53:48,twr5c2x9nallgqa0_867,9.99
twr5c2x9nallgqa0,2024-04-13 10:53:48,twr5c2x9nallgqa0_868,14.99
x2nd0xhalopu7mc3,2024-04-07 18:25:25,x2nd0xhalopu7mc3_869,9.99
x2nd0xhalopu7mc3,2024-04-19 18:25:25,x2nd0xhalopu7mc3_870,14.99
x2nd0xhalopu7mc3,2024-04-21 18:25:25,x2nd0xhalopu7mc3_871,4.99
euqy2e2hd4u3g2z1,2024-04-07 12:27:40,euqy2e2hd4u3g2z1_872,14.99
euqy2e2hd4u3g2z1,2024-04-10 12:27:40,euqy2e2hd4u3g2z1_873,49.99
euqy2e2hd4u3g2z1,2024-03-25 12:27:40,euqy2e2hd4u3g2z1_874,49.99
euqy2e2hd4u3g2z1,2024-03-16 12:27:40,euqy2e2hd4u3g2z1_875,4.99
euqy2e2hd4u3g2z1,2024-04-09 12:27:40,euqy2e2hd4u3g2z1_876,14.99
euqy2e2hd4u3g2z1,2024-04-08 12:27:40,euqy2e2hd4u3g2z1_877,9.99
euqy2e2hd4u3g2z1,2024-04-12 12:27:40,euqy2e2hd4u3g2z1_878,4.99
euqy2e2hd4u3g2z1,2024-03-31 12:27:40,euqy2e2hd4u3g2z1_879,49.99
euqy2e2hd4u3g2z1,2024-03-27 12:27:40,euqy2e2hd4u3g2z1_880,4.99
euqy2e2hd4u3g2z1,2024-04-04 12:27:40,euqy2e2hd4u3g2z1_881,49.99
bk0vsdvnor7g1di8,2024-02-29 22:13:12,bk0vsdvnor7g1di8_882,49.99
4c87gwjf043z56c8,2024-02-02 21:00:31,4c87gwjf043z56c8_883,4.99
46e9kls0wrgdchdk,2024-05-07 05:20:53,46e9kls0wrgdchdk_884,49.99
46e9kls0wrgdchdk,2024-05-02 05:20:53,46e9kls0wrgdchdk_885,9.99
46e9kls0wrgdchdk,2024-04-25 05:20:53,46e9kls0wrgdchdk_886,14.99
46e9kls0wrgdchdk,2024-05-10 05:20:53,46e9kls0wrgdchdk_887,49.99
46e9kls0wrgdchdk,2024-05-08 05:20:53,46e9kls0wrgdchdk_888,99.99
46e9kls0wrgdchdk,2024-05-07 05:20:53,46e9kls0wrgdchdk_889,9.99
46e9kls0wrgdchdk,2024-05-23 05:20:53,46e9kls0wrgdchdk_890,49.99
46e9kls0wrgdchdk,2024-05-03 05:20:53,46e9kls0wrgdchdk_891,14.99
si3e20jva91d2vd3,2024-03-12 21:26:59,si3e20jva91d2vd3_892,49.99
si3e20jva91d2vd3,2024-03-11 21:26:59,si3e20jva91d2vd3_893,14.99
f19yg2x8g4b2njjy,2024-04-08 18:30:13,f19yg2x8g4b2njjy_894,14.99
f19yg2x8g4b2njjy,2024-04-10 18:30:13,f19yg2x8g4b2njjy_895,99.99
f19yg2x8g4b2njjy,2024-03-14 18:30:13,f19yg2x8g4b2njjy_896,99.99
f19yg2x8g4b2njjy,2024-03-28 18:30:13,f19yg2x8g4b2njjy_897,14.99
f19yg2x8g4b2njjy,2024-03-26 18:30:13,f19yg2x8g4b2njjy_898,49.99
f19yg2x8g4b2njjy,2024-04-08 18:30:13,f19yg2x8g4b2njjy_899,49.99
f19yg2x8g4b2njjy,2024-04-01 18:30:13,f19yg2x8g4b2njjy_900,49.99
f19yg2x8g4b2njjy,2024-04-07 18:30:13,f19yg2x8g4b2njjy_901,99.99
f19yg2x8g4b2njjy,2024-04-10 18:30:13,f19yg2x8g4b2njjy_902,49.99
9a0jcuyk8k6zjkp5,2024-02-13 01:42:12,9a0jcuyk8k6zjkp5_903,9.99
9a0jcuyk8k6zjkp5,2024-02-06 01:42:12,9a0jcuyk8k6zjkp5_904,49.99
9a0jcuyk8k6zjkp5,2024-02-13 01:42:12,9a0jcuyk8k6zjkp5_905,14.99
9a0jcuyk8k6zjkp5,2024-02-14 01:42:12,9a0jcuyk8k6zjkp5_906,4.99
9a0jcuyk8k6zjkp5,2024-02-15 01:42:12,9a0jcuyk8k6zjkp5_907,4.99
9a0jcuyk8k6zjkp5,2024-01-28 01:42:12,9a0jcuyk8k6zjkp5_908,99.99
9a0jcuyk8k6zjkp5,2024-02-05 01:42:12,9a0jcuyk8k6zjkp5_909,9.99
9a0jcuyk8k6zjkp5,2024-02-01 01:42:12,9a0jcuyk8k6zjkp5_910,14.99
9a0jcuyk8k6zjkp5,2024-02-13 01:42:12,9a0jcuyk8k6zjkp5_911,49.99
lnyw4h7jwlk9l9ty,2024-02-27 08:06:25,lnyw4h7jwlk9l9ty_912,9.99
lnyw4h7jwlk9l9ty,2024-02-20 08:06:25,lnyw4h7jwlk9l9ty_913,14.99
lnyw4h7jwlk9l9ty,2024-02-20 08:06:25,lnyw4h7jwlk9l9ty_914,9.99
7eom2psroa9a4xoo,2024-05-10 14:21:36,7eom2psroa9a4xoo_915,4.99
7eom2psroa9a4xoo,2024-05-11 14:21:36,7eom2psroa9a4xoo_916,4.99
6770n1bmecfbz63g,2024-02-14 09:37:31,6770n1bmecfbz63g_917,99.99
6770n1bmecfbz63g,2024-02-17 09:37:31,6770n1bmecfbz63g_918,49.99
6770n1bmecfbz63g,2024-02-14 09:37:31,6770n1bmecfbz63g_919,9.99
6770n1bmecfbz63g,2024-02-22 09:37:31,6770n1bmecfbz63g_920,49.99
6770n1bmecfbz63g,2024-02-16 09:37:31,6770n1bmecfbz63g_921,4.99
6770n1bmecfbz63g,2024-02-20 09:37:31,6770n1bmecfbz63g_922,14.99
d5ru6oztwf591fng,2024-03-23 07:39:46,d5ru6oztwf591fng_923,9.99
bxo1orvwisucbjyh,2024-04-30 12:56:53,bxo1orvwisucbjyh_924,99.99
bxo1orvwisucbjyh,2024-04-17 12:56:53,bxo1orvwisucbjyh_925,9.99
bxo1orvwisucbjyh,2024-05-12 12:56:53,bxo1orvwisucbjyh_926,9.99
bxo1orvwisucbjyh,2024-04-15 12:56:53,bxo1orvwisucbjyh_927,9.99
bxo1orvwisucbjyh,2024-05-06 12:56:53,bxo1orvwisucbjyh_928,99.99
bxo1orvwisucbjyh,2024-04-23 12:56:53,bxo1orvwisucbjyh_929,14.99
bxo1orvwisucbjyh,2024-04-14 12:56:53,bxo1orvwisucbjyh_930,14.99
bxo1orvwisucbjyh,2024-04-16 12:56:53,bxo1orvwisucbjyh_931,14.99
bxo1orvwisucbjyh,2024-04-13 12:56:53,bxo1orvwisucbjyh_932,99.99
bxo1orvwisucbjyh,2024-04-23 12:56:53,bxo1orvwisucbjyh_933,49.99
gealci8o7g1hkl9p,2024-01-31 00:08:09,gealci8o7g1hkl9p_934,49.99
gealci8o7g1hkl9p,2024-02-17 00:08:09,gealci8o7g1hkl9p_935,4.99
gealci8o7g1hkl9p,2024-01-26 00:08:09,gealci8o7g1hkl9p_936,4.99
gealci8o7g1hkl9p,2024-01-26 00:08:09,gealci8o7g1hkl9p_937,99.99
o45xv6qu6z4zt1d6,2024-03-25 05:00:16,o45xv6qu6z4zt1d6_938,49.99
o45xv6qu6z4zt1d6,2024-04-04 05:00:16,o45xv6qu6z4zt1d6_939,99.99
o45xv6qu6z4zt1d6,2024-03-22 05:00:16,o45xv6qu6z4zt1d6_940,4.99
9b6qchurpp7oszeq,2024-03-01 02:25:53,9b6qchurpp7oszeq_941,14.99
9b6qchurpp7oszeq,2024-02-22 02:25:53,9b6qchurpp7oszeq_942,9.99
9b6qchurpp7oszeq,2024-02-24 02:25:53,9b6qchurpp7oszeq_943,49.99
9b6qchurpp7oszeq,2024-03-02 02:25:53,9b6qchurpp7oszeq_944,99.99
vzlr9mdsj6bpvafk,2024-04-29 19:00:12,vzlr9mdsj6bpvafk_945,14.99
v49jfi71a4fb7aes,2024-01-30 12:17:50,v49jfi71a4fb7aes_946,49.99
v49jfi71a4fb7aes,2024-01-03 12:17:50,v49jfi71a4fb7aes_947,99.99
v49jfi71a4fb7aes,2024-01-24 12:17:50,v49jfi71a4fb7aes_948,4.99
v49jfi71a4fb7aes,2024-01-24 12:17:50,v49jfi71a4fb7aes_949,9.99
v49jfi71a4fb7aes,2024-01-26 12:17:50,v49jfi71a4fb7aes_950,9.99
v49jfi71a4fb7aes,2024-01-17 12:17:50,v49jfi71a4fb7aes_951,4.99
v49jfi71a4fb7aes,2024-01-05 12:17:50,v49jfi71a4fb7aes_952,9.99
v49jfi71a4fb7aes,2024-02-02 12:17:50,v49jfi71a4fb7aes_953,99.99
v49jfi71a4fb7aes,2024-01-31 12:17:50,v49jfi71a4fb7aes_954,9.99
d5my97fz8nfqo8lo,2024-05-01 13:28:27,d5my97fz8nfqo8lo_955,9.99
d5my97fz8nfqo8lo,2024-04-25 13:28:27,d5my97fz8nfqo8lo_956,9.99
d5my97fz8nfqo8lo,2024-05-02 13:28:27,d5my97fz8nfqo8lo_957,4.99
d5my97fz8nfqo8lo,2024-04-22 13:28:27,d5my97fz8nfqo8lo_958,9.99
d5my97fz8nfqo8lo,2024-04-30 13:28:27,d5my97fz8nfqo8lo_959,49.99
d5my97fz8nfqo8lo,2024-04-18 13:28:27,d5my97fz8nfqo8lo_960,9.99
d5my97fz8nfqo8lo,2024-04-14 13:28:27,d5my97fz8nfqo8lo_961,99.99
d5my97fz8nfqo8lo,2024-04-17 13:28:27,d5my97fz8nfqo8lo_962,4.99
d5my97fz8nfqo8lo,2024-04-30 13:28:27,d5my97fz8nfqo8lo_963,99.99
d5my97fz8nfqo8lo,2024-05-04 13:28:27,d5my97fz8nfqo8lo_964,4.99
5c66yx73izrfuk6g,2024-05-11 07:44:27,5c66yx73izrfuk6g_965,14.99
qu89vtbyf5w0sez6,2024-04-13 08:41:22,qu89vtbyf5w0sez6_966,9.99
qu89vtbyf5w0sez6,2024-04-01 08:41:22,qu89vtbyf5w0sez6_967,99.99
qu89vtbyf5w0sez6,2024-03-26 08:41:22,qu89vtbyf5w0sez6_968,9.99
t8ap4bpey4zkvpub,2024-03-16 12:32:37,t8ap4bpey4zkvpub_969,14.99
zu9mlq5sd1hvv4pp,2024-03-29 15:58:44,zu9mlq5sd1hvv4pp_970,14.99
a42kb0icvzfzrto9,2024-05-06 06:13:11,a42kb0icvzfzrto9_971,9.99
a42kb0icvzfzrto9,2024-04-20 06:13:11,a42kb0icvzfzrto9_972,99.99
nm9zctxq9mm1e9m7,2024-03-05 14:02:03,nm9zctxq9mm1e9m7_973,99.99
nm9zctxq9mm1e9m7,2024-02-15 14:02:03,nm9zctxq9mm1e9m7_974,49.99
nm9zctxq9mm1e9m7,2024-02-24 14:02:03,nm9zctxq9mm1e9m7_975,49.99
nm9zctxq9mm1e9m7,2024-03-02 14:02:03,nm9zctxq9mm1e9m7_976,14.99
nm9zctxq9mm1e9m7,2024-02-09 14:02:03,nm9zctxq9mm1e9m7_977,49.99
mjfy7gccqng8dfx6,2024-02-15 09:51:39,mjfy7gccqng8dfx6_978,49.99
z0u8k138y1j7d0c8,2024-02-09 01:25:11,z0u8k138y1j7d0c8_979,14.99
fr7l6mrjoygsfrdj,2024-04-12 20:03:09,fr7l6mrjoygsfrdj_980,4.99
vv8rw4svo5tyrw3x,2024-04-17 13:26:33,vv8rw4svo5tyrw3x_981,99.99
7gd2q1v3r506trjy,2024-04-29 21:16:00,7gd2q1v3r506trjy_982,49.99
7gd2q1v3r506trjy,2024-05-15 21:16:00,7gd2q1v3r506trjy_983,4.99
7gd2q1v3r506trjy,2024-05-24 21:16:00,7gd2q1v3r506trjy_984,99.99
7gd2q1v3r506trjy,2024-05-11 21:16:00,7gd2q1v3r506trjy_985,14.99
7gd2q1v3r506trjy,2024-04-29 21:16:00,7gd2q1v3r506trjy_986,49.99
7gd2q1v3r506trjy,2024-05-20 21:16:00,7gd2q1v3r506trjy_987,99.99
7gd2q1v3r506trjy,2024-05-10 21:16:00,7gd2q1v3r506trjy_988,49.99
7gd2q1v3r506trjy,2024-05-19 21:16:00,7gd2q1v3r506trjy_989,99.99
7gd2q1v3r506trjy,2024-05-12 21:16:00,7gd2q1v3r506trjy_990,99.99
7gd2q1v3r506trjy,2024-05-21 21:16:00,7gd2q1v3r506trjy_991,49.99
jdmavf1ars7mj4xo,2024-03-09 22:47:12,jdmavf1ars7mj4xo_992,14.99
jdmavf1ars7mj4xo,2024-03-07 22:47:12,jdmavf1ars7mj4xo_993,49.99
jdmavf1ars7mj4xo,2024-02-21 22:47:12,jdmavf1ars7mj4xo_994,9.99
jdmavf1ars7mj4xo,2024-02-17 22:47:12,jdmavf1ars7mj4xo_995,14.99
jdmavf1ars7mj4xo,2024-03-16 22:47:12,jdmavf1ars7mj4xo_996,9.99
jdmavf1ars7mj4xo,2024-03-03 22:47:12,jdmavf1ars7mj4xo_997,14.99
jdmavf1ars7mj4xo,2024-02-17 22:47:12,jdmavf1ars7mj4xo_998,14.99
9o8liwsh9r5sasmk,2024-04-15 18:56:48,9o8liwsh9r5sasmk_999,4.99
8wmflkn7xs83as7h,2024-03-17 18:58:33,8wmflkn7xs83as7h_1000,14.99
6b9cmlpupf4xj35b,2024-04-01 22:47:17,6b9cmlpupf4xj35b_1001,4.99
gur2j0liayxa5rtd,2024-03-10 01:04:34,gur2j0liayxa5rtd_1002,99.99
